year,month,day,subCategory,state,sales,profit,date
2012,7,16,Chairs,Maryland,150.98,43.7842,
2013,8,4,Accessories,Oklahoma,167.28,23.4192,
2011,3,1,Chairs,Texas,362.25,0,
2013,12,12,Binders,California,122.688,39.8736,
2011,11,11,Phones,Colorado,559.984,55.9984,
2013,10,22,Chairs,California,242.136,12.1068,
2012,11,15,Art,New York,119.04,35.712,
2013,7,26,Accessories,Wisconsin,124.25,48.4575,
2014,4,9,Paper,California,244.55,114.9385,
2013,9,4,Phones,Pennsylvania,280.782,-46.797,
2013,8,31,Phones,California,339.96,42.495,
2014,1,1,Phones,California,302.376,22.6782,
2014,6,27,Accessories,Colorado,431.928,64.7892,
2013,9,9,Storage,California,261.74,65.435,
2014,12,18,Chairs,Virginia,504.9,80.784,
2013,11,12,Phones,Michigan,257.98,74.8142,
2013,9,7,Phones,Texas,329.584,37.0782,
2011,9,28,Furnishings,Florida,337.088,16.8544,
2013,2,16,Chairs,New York,326.646,39.9234,
2014,9,19,Phones,Georgia,411.98,119.4742,
2011,5,16,Chairs,California,232.88,17.466,
2014,7,10,Furnishings,Indiana,526.45,31.587,
2013,11,25,Accessories,Ohio,139.96,-22.7435,
2012,8,13,Storage,Pennsylvania,422.856,15.8571,
2014,12,24,Storage,Tennessee,218.352,-54.588,
2012,12,12,Storage,California,360.38,93.6988,
2013,10,14,Accessories,Texas,191.976,23.997,
2011,8,12,Binders,New Jersey,196.21,98.105,
2012,12,4,Chairs,New York,361.764,68.3332,
2013,9,23,Storage,New York,128.34,37.2186,
2014,10,10,Chairs,Texas,254.058,-32.6646,
2011,12,31,Accessories,Massachusetts,113.97,27.3528,
2014,10,24,Storage,Texas,259.136,-58.3056,
2014,12,15,Art,Illinois,95.232,24.9984,
2014,5,27,Appliances,Kentucky,208.44,62.532,
2013,3,4,Binders,Delaware,447.86,219.4514,
2013,9,30,Accessories,Alabama,209.97,71.3898,
2014,11,4,Chairs,Washington,307.136,26.8744,
2011,11,25,Bookcases,New York,275.952,-37.9434,
2014,1,20,Phones,Pennsylvania,429.6,-93.08,
2011,7,28,Furnishings,Florida,129.888,12.9888,
2011,1,27,Bookcases,South Dakota,141.96,39.7488,
2012,11,27,Bookcases,Massachusetts,170.98,32.4862,
2013,3,15,Chairs,Washington,196.784,-22.1382,
2013,11,1,Storage,Oklahoma,332.94,9.9882,
2013,8,19,Appliances,New York,355.32,99.4896,
2014,1,14,Bookcases,Missouri,212.94,53.235,
2013,10,21,Chairs,California,387.136,4.8392,
2013,6,21,Storage,California,161.94,9.7164,
2013,6,19,Paper,Illinois,76.864,26.9024,
2011,12,2,Chairs,Maryland,239.84,64.7568,
2014,9,20,Furnishings,Oregon,409.216,61.3824,
2013,8,14,Labels,Virginia,103.6,51.8,
2013,7,11,Art,Texas,154.24,17.352,
2013,6,5,Tables,Illinois,177.225,-120.513,
2011,4,12,Bookcases,California,308.499,-18.147,
2011,12,6,Tables,Illinois,214.95,-120.372,
2014,4,1,Bookcases,Texas,205.3328,-36.2352,
2013,7,22,Storage,Ohio,66.688,4.168,
2013,3,27,Accessories,North Carolina,119.976,-17.9964,
2014,11,20,Chairs,Texas,305.312,-8.7232,
2014,3,7,Paper,California,286.93,140.5957,
2013,8,15,Phones,Ohio,259.896,-56.3108,
2014,3,10,Copiers,California,479.984,59.998,
2014,3,20,Accessories,California,99.54,10.9494,
2012,11,1,Furnishings,New York,259.7,106.477,
2014,12,11,Storage,Washington,324.9,38.988,
2011,3,18,Machines,Florida,22638.48,-1811.0784,
2012,12,30,Phones,California,287.88,35.985,
2013,11,11,Appliances,Ohio,334.88,29.302,
2013,5,29,Phones,Illinois,286.4,25.06,
2012,4,9,Appliances,Connecticut,370.14,144.3546,
2013,7,4,Paper,Pennsylvania,123.92,38.725,
2013,7,20,Bookcases,Mississippi,504.9,126.225,
2014,7,4,Furnishings,New Hampshire,102.3,26.598,
2012,11,9,Storage,New York,244.55,4.891,
2014,4,22,Furnishings,Washington,162.6,34.146,
2012,11,29,Art,Michigan,161.82,46.9278,
2014,11,13,Chairs,Arizona,113.888,9.9652,
2011,11,16,Phones,Kansas,273.96,10.9584,
2011,12,29,Phones,California,319.968,35.9964,
2014,9,29,Storage,Colorado,147.184,-29.4368,
2014,9,24,Bookcases,Colorado,180.588,-240.784,
2013,10,5,Envelopes,Texas,59.752,19.4194,
2014,9,19,Paper,Georgia,244.55,114.9385,
2014,5,1,Furnishings,Florida,220.704,-8.2764,
2013,2,22,Phones,California,445.96,55.745,
2014,9,5,Binders,Oregon,88.074,-58.716,
2014,1,25,Binders,California,276.784,89.9548,
2012,6,26,Binders,Virginia,143.96,69.1008,
2013,11,2,Storage,Texas,111.672,6.9795,
2014,6,25,Chairs,New York,172.764,32.6332,
2013,8,27,Furnishings,Georgia,186.54,41.0388,
2013,11,27,Tables,New York,313.176,-120.0508,
2013,9,4,Binders,Louisiana,87.28,41.0216,
2012,4,25,Storage,Illinois,221.024,-55.256,
2014,11,19,Appliances,Florida,389.056,48.632,
2011,10,31,Phones,California,73.584,8.2782,
2013,3,29,Storage,California,87.92,0.8792,
2011,12,7,Storage,Washington,269.36,70.0336,
2014,8,14,Chairs,Tennessee,423.648,47.6604,
2014,6,12,Paper,California,122.97,60.2553,
2012,6,11,Phones,Florida,249.584,31.198,
2014,8,21,Binders,California,239.12,77.714,
2014,9,16,Phones,California,369.544,32.3351,
2014,6,28,Furnishings,Washington,126.3,40.416,
2014,3,22,Storage,Washington,359.32,7.1864,
2014,6,17,Accessories,Ohio,479.952,107.9892,
2013,10,29,Phones,California,302.376,22.6782,
2014,7,30,Phones,Oklahoma,461.97,133.9713,
2012,11,27,Phones,Delaware,83.97,23.5116,
2012,11,8,Furnishings,Virginia,186.54,41.0388,
2011,1,28,Tables,California,333,-16.65,
2012,10,23,Chairs,California,240.784,27.0882,
2012,11,14,Chairs,New Mexico,230.352,20.1558,
2014,3,21,Accessories,Connecticut,238,38.08,
2014,11,2,Paper,Massachusetts,189.7,91.056,
2013,11,8,Phones,New York,263.96,71.2692,
2013,8,20,Binders,New York,146.688,55.008,
2012,9,3,Furnishings,Arizona,238.152,89.307,
2014,11,11,Appliances,Washington,400.8,112.224,
2013,9,28,Bookcases,Texas,956.6648,-225.0976,
2012,7,2,Storage,Illinois,435.504,48.9942,
2013,9,19,Paper,California,368.91,180.7659,
2011,8,17,Accessories,Arkansas,339.96,122.3856,
2013,11,27,Binders,Alabama,91.68,45.84,
2011,10,31,Chairs,California,146.352,-9.147,
2013,3,30,Phones,Ohio,158.376,-36.9544,
2012,8,10,Appliances,Oregon,133.472,15.0156,
2013,6,5,Paper,Virginia,75.88,35.6636,
2014,12,25,Chairs,New York,271.764,48.3136,
2014,12,25,Chairs,Louisiana,232.88,60.5488,
2014,12,5,Accessories,Pennsylvania,255.968,-28.7964,
2013,9,27,Appliances,Washington,236.88,66.3264,
2012,11,17,Storage,California,304.9,6.098,
2011,9,12,Binders,Kansas,331.96,149.382,
2013,11,7,Furnishings,California,238.56,26.2416,
2014,11,19,Accessories,Washington,132.52,54.3332,
2012,9,3,Appliances,Connecticut,137.62,60.5528,
2014,9,4,Accessories,California,284.97,85.491,
2014,11,6,Storage,Arizona,243.992,30.499,
2014,5,20,Phones,Georgia,377.97,98.2722,
2013,11,20,Appliances,Indiana,54.96,15.9384,
2014,4,21,Phones,Ohio,122.382,-24.4764,
2011,11,11,Phones,Texas,241.176,15.0735,
2011,7,23,Accessories,New York,99.98,7.9984,
2014,2,19,Phones,California,167.976,10.4985,
2011,7,20,Paper,California,104.85,50.328,
2012,12,12,Chairs,California,348.928,34.8928,
2014,7,4,Tables,Ohio,215.148,-103.9882,
2011,7,20,Binders,California,89.712,30.2778,
2012,2,6,Bookcases,Delaware,283.92,82.3368,
2014,11,9,Furnishings,Maryland,274.2,112.422,
2011,5,21,Appliances,Massachusetts,245.88,68.8464,
2012,12,27,Chairs,Texas,212.058,-15.147,
2014,11,21,Phones,New York,569.99,170.997,
2014,3,28,Chairs,Texas,211.246,-66.3916,
2014,11,14,Furnishings,New York,154.95,30.99,
2011,9,25,Bookcases,Texas,300.5328,-97.2312,
2014,3,10,Accessories,California,199.98,69.993,
2013,10,22,Accessories,Maryland,98.16,9.816,
2013,12,5,Accessories,New York,78.15,34.386,
2014,9,3,Storage,Michigan,352.38,81.0474,
2013,12,24,Bookcases,Illinois,141.372,-14.1372,
2014,1,22,Accessories,Washington,179.97,86.3856,
2013,11,28,Tables,Florida,331.023,-114.3534,
2012,10,12,Tables,New York,209.67,-13.978,
2011,1,31,Storage,Michigan,229.94,6.8982,
2012,2,6,Storage,Virginia,146.73,2.9346,
2013,12,16,Storage,Michigan,296.37,80.0199,
2012,10,9,Envelopes,Michigan,57.96,27.2412,
2012,4,26,Tables,Florida,191.5155,-76.6062,
2011,9,20,Tables,Illinois,617.7,-407.682,
2012,5,29,Storage,Washington,540.57,140.5482,
2013,11,25,Paper,Texas,74.352,23.235,
2013,12,12,Phones,New York,1029.95,298.6855,
2012,11,30,Envelopes,Kentucky,71.88,32.346,
2014,5,23,Chairs,Illinois,181.986,-54.5958,
2013,1,21,Chairs,California,153.568,-5.7588,
2013,12,4,Tables,New York,400.032,-153.3456,
2013,12,2,Phones,Maryland,179.97,44.9925,
2014,9,29,Binders,Colorado,76.776,-58.8616,
2014,12,5,Chairs,New Jersey,302.94,18.1764,
2013,11,21,Phones,Florida,244.768,24.4768,
2012,3,19,Paper,Washington,209.7,100.656,
2011,8,8,Appliances,Michigan,167.535,37.23,
2013,8,30,Tables,Pennsylvania,241.92,-56.448,
2011,5,21,Chairs,Texas,107.772,-29.2524,
2014,5,20,Appliances,Washington,97.16,28.1764,
2012,12,20,Bookcases,Illinois,359.058,-71.8116,
2012,7,25,Tables,Alabama,358.58,39.4438,
2013,6,6,Storage,Delaware,360.38,93.6988,
2011,3,3,Binders,New York,125.76,40.872,
2014,10,14,Paper,Illinois,63.312,20.5764,
2013,11,4,Paper,California,314.55,150.984,
2014,9,26,Chairs,Minnesota,269.97,51.2943,
2013,9,21,Bookcases,Washington,163.88,40.97,
2013,12,13,Accessories,Georgia,249.95,19.996,
2013,9,26,Tables,Arizona,393.165,-204.4458,
2013,1,9,Accessories,California,349.95,118.983,
2014,12,10,Paper,Illinois,143.856,48.5514,
2013,6,12,Accessories,Washington,389.97,132.5898,
2011,8,12,Appliances,Florida,211.248,15.8436,
2013,5,4,Storage,Ohio,195.64,-44.019,
2013,10,22,Phones,Ohio,235.152,-47.0304,
2013,7,20,Accessories,California,389.97,132.5898,
2013,5,23,Phones,New Jersey,345,86.25,
2014,6,30,Accessories,California,62.31,22.4316,
2014,4,17,Storage,California,205.92,2.0592,
2013,5,27,Machines,California,371.976,116.2425,
2014,5,29,Phones,Arizona,195.96,19.596,
2014,8,18,Binders,California,221.056,77.3696,
2012,9,7,Tables,New York,481.176,-120.294,
2012,6,25,Furnishings,Texas,75.384,-20.7306,
2012,4,26,Phones,California,311.976,38.997,
2013,9,11,Binders,California,276.784,89.9548,
2011,11,9,Paper,California,62.65,28.819,
2011,11,18,Phones,Pennsylvania,539.964,-107.9928,
2013,3,9,Furnishings,New York,113.6,44.304,
2014,3,6,Binders,Minnesota,127.96,62.7004,
2014,11,4,Accessories,California,199.75,87.89,
2011,11,10,Chairs,Michigan,563.94,112.788,
2014,9,11,Paper,Ohio,85.056,28.7064,
2013,12,7,Binders,New York,222.352,77.8232,
2013,4,6,Storage,Texas,158.368,13.8572,
2012,12,5,Binders,Michigan,152.8,76.4,
2013,1,17,Accessories,Georgia,316,31.6,
2013,5,25,Supplies,Virginia,69.5,20.155,
2012,9,6,Chairs,New York,271.764,60.392,
2012,2,3,Furnishings,California,136.92,41.076,
2011,7,12,Chairs,Texas,512.358,-14.6388,
2011,5,7,Tables,Massachusetts,194.25,-38.85,
2011,7,11,Phones,New York,164.85,47.8065,
2011,10,28,Phones,Kansas,257.98,74.8142,
2011,4,8,Accessories,California,399.96,139.986,
2011,10,3,Accessories,Ohio,142.488,-3.5622,
2013,10,9,Storage,North Carolina,387.72,-67.851,
2014,11,19,Storage,Wisconsin,92.52,24.9804,
2014,11,27,Furnishings,New York,135.3,37.884,
2011,6,4,Bookcases,New York,353.568,-44.196,
2013,9,15,Phones,New York,437.85,131.355,
2013,12,11,Binders,Washington,153.552,51.8238,
2012,4,17,Accessories,California,323.37,129.348,
2014,12,12,Accessories,Illinois,116.312,23.2624,
2011,4,23,Chairs,Ohio,281.372,-12.0588,
2012,7,26,Envelopes,California,167.86,78.8942,
2014,11,21,Art,New York,68.97,19.3116,
2014,1,29,Paper,Kansas,279.9,137.151,
2014,10,3,Machines,California,369.16,32.3015,
2011,10,28,Supplies,California,480.74,14.4222,
2014,3,20,Appliances,California,381.36,106.7808,
2011,10,11,Accessories,Washington,345,58.65,
2012,7,16,Envelopes,Maryland,137.25,63.135,
2012,12,11,Tables,Colorado,364.95,-248.166,
2014,12,3,Art,California,179.9,44.975,
2012,9,14,Storage,South Carolina,269.49,5.3898,
2012,12,19,Phones,Illinois,158.376,13.8579,
2014,9,10,Accessories,Pennsylvania,258.696,64.674,
2014,12,10,Bookcases,California,148.257,15.6978,
2014,9,18,Accessories,Idaho,89.97,37.7874,
2011,1,27,Storage,Virginia,489.92,0,
2011,12,19,Phones,Illinois,323.976,36.4473,
2013,9,9,Storage,Texas,131.136,-32.784,
2012,4,5,Bookcases,Pennsylvania,352.45,-211.47,
2014,3,6,Accessories,Mississippi,299.97,125.9874,
2014,6,4,Accessories,Florida,205.992,-2.5749,
2013,12,5,Storage,New York,193.86,11.6316,
2013,4,1,Phones,Pennsylvania,280.782,-60.8361,
2011,12,15,Chairs,Pennsylvania,445.802,-108.2662,
2012,3,1,Phones,Texas,95.84,34.742,
2012,11,19,Furnishings,Washington,141.96,22.7136,
2012,10,13,Chairs,Kentucky,287.94,77.7438,
2013,1,2,Phones,Maryland,231.98,67.2742,
2013,12,20,Tables,Arizona,455.97,-218.8656,
2014,10,14,Accessories,California,209.94,39.8886,
2012,12,20,Accessories,Texas,100.8,21.42,
2014,7,31,Binders,Ohio,76.776,-53.7432,
2014,11,27,Tables,Indiana,257.94,67.0644,
2014,12,23,Tables,Tennessee,934.956,-249.3216,
2011,8,5,Tables,Texas,489.23,41.934,
2014,3,7,Phones,California,206.384,23.2182,
2014,10,27,Tables,Virginia,356.85,60.6645,
2011,11,9,Storage,California,92.52,24.9804,
2014,7,4,Paper,Texas,273.896,92.4399,
2014,8,7,Art,New Hampshire,227.88,68.364,
2013,12,12,Appliances,Ohio,73.536,9.192,
2014,7,21,Chairs,South Dakota,182.94,27.441,
2013,7,17,Phones,Pennsylvania,143.982,-28.7964,
2013,11,11,Accessories,Texas,279.944,48.9902,
2014,7,22,Phones,Ohio,210.564,-52.641,
2014,1,28,Phones,Ohio,107.982,-26.9955,
2012,7,17,Bookcases,Florida,231.92,5.798,
2011,6,20,Phones,Texas,201.584,20.1584,
2014,8,13,Paper,Washington,192.16,92.2368,
2012,11,20,Bookcases,Florida,290.352,-36.294,
2011,5,26,Phones,California,201.584,20.1584,
2011,5,14,Furnishings,Florida,310.88,23.316,
2013,8,27,Accessories,Michigan,479.97,163.1898,
2013,5,20,Appliances,New York,242.9,70.441,
2011,7,21,Tables,California,272.848,27.2848,
2012,11,16,Furnishings,Wisconsin,185.58,76.0878,
2014,9,15,Chairs,Pennsylvania,113.372,-29.1528,
2013,12,27,Phones,California,302.384,30.2384,
2012,10,4,Chairs,Georgia,392.94,43.2234,
2011,6,21,Phones,Virginia,284.82,74.0532,
2012,11,27,Paper,Massachusetts,154.9,69.705,
2011,4,15,Appliances,California,106.96,31.0184,
2011,1,21,Furnishings,Michigan,272.94,30.0234,
2012,6,18,Storage,Virginia,450.04,58.5052,
2014,3,26,Phones,Texas,470.376,47.0376,
2013,7,26,Appliances,Ohio,243.88,27.4365,
2013,7,5,Phones,Washington,177.48,19.9665,
2014,9,26,Storage,Virginia,177.55,47.9385,
2012,8,31,Phones,California,555.96,41.697,
2011,8,9,Phones,Florida,178.384,22.298,
2014,2,7,Bookcases,New York,240.784,30.098,
2014,4,8,Phones,Florida,219.184,19.1786,
2014,12,29,Chairs,Illinois,113.372,-3.2392,
2014,5,13,Tables,California,285.48,-10.7055,
2013,5,2,Paper,Arkansas,109.92,53.8608,
2014,5,29,Furnishings,New Hampshire,247.44,101.4504,
2012,9,21,Storage,Washington,199.74,47.9376,
2014,4,28,Bookcases,Texas,220.2656,-42.1096,
2014,6,4,Tables,New York,384.768,-115.4304,
2014,11,12,Furnishings,Tennessee,88.92,14.4495,
2014,7,9,Labels,California,75.18,35.3346,
2014,5,31,Bookcases,Texas,204.6664,-6.0196,
2014,12,6,Appliances,New York,254.9,68.823,
2011,12,14,Tables,Ohio,136.53,-52.3365,
2013,10,10,Furnishings,Arizona,169.568,0,
2014,7,15,Accessories,California,140.97,19.7358,
2013,10,2,Tables,New York,330.588,-115.7058,
2012,8,7,Appliances,Maryland,77.58,20.1708,
2014,3,17,Accessories,Ohio,159.984,43.9956,
2011,10,20,Storage,Michigan,211.96,8.4784,
2011,12,26,Binders,Colorado,78.6,-62.88,
2012,10,9,Appliances,Michigan,269.91,53.982,
2011,8,15,Appliances,California,152.91,42.8148,
2014,3,24,Storage,Texas,143.728,-32.3388,
2014,5,10,Storage,Washington,104.28,26.07,
2014,9,9,Phones,Florida,158.376,13.8579,
2013,9,3,Chairs,Washington,215.976,-2.6997,
2013,7,26,Chairs,California,241.568,18.1176,
2013,9,5,Binders,Kentucky,113.94,54.6912,
2013,7,8,Furnishings,California,215.65,73.321,
2013,6,27,Storage,Michigan,171.04,44.4704,
2013,6,15,Tables,Pennsylvania,337.176,-118.0116,
2013,8,15,Phones,Ohio,247.188,-49.4376,
2013,5,9,Furnishings,Delaware,211.96,42.392,
2014,9,9,Phones,Pennsylvania,258.528,-47.3968,
2014,4,2,Furnishings,South Carolina,127.95,21.7515,
2013,7,18,Storage,Missouri,265.17,47.7306,
2014,3,20,Accessories,California,199.96,85.9828,
2012,6,28,Bookcases,Ohio,482.94,-376.6932,
2014,9,3,Phones,New York,197.97,57.4113,
2013,6,27,Phones,Georgia,135.95,39.4255,
2014,7,22,Phones,Virginia,271.96,67.99,
2012,7,18,Phones,New York,135.99,36.7173,
2014,4,8,Furnishings,Florida,258.072,0,
2013,9,2,Appliances,Michigan,376.74,71.162,
2014,8,13,Chairs,Maryland,1779.9,373.779,
2013,9,9,Binders,California,67.136,23.4976,
2013,8,1,Phones,Michigan,635.96,165.3496,
2012,1,4,Furnishings,Virginia,192.22,69.1992,
2014,5,29,Accessories,Arizona,271.968,54.3936,
2013,4,16,Binders,North Carolina,189.588,-145.3508,
2013,2,7,Accessories,Virginia,100,21,
2014,7,9,Art,Delaware,174.95,45.487,
2011,2,15,Supplies,Washington,238.62,4.7724,
2014,10,3,Binders,California,112.12,42.045,
2014,6,27,Phones,Pennsylvania,358.2,41.79,
2014,3,14,Chairs,Illinois,89.768,-2.5648,
2013,3,12,Storage,Georgia,481.32,125.1432,
2014,3,24,Copiers,Washington,13999.96,6719.9808,
2012,9,18,Storage,California,443.92,8.8784,
2014,6,30,Bookcases,Connecticut,638.82,185.2578,
2014,12,8,Accessories,Ohio,127.984,25.5968,
2014,8,8,Storage,Texas,118.16,-25.109,
2011,7,11,Paper,New Jersey,177.2,83.284,
2014,8,26,Bookcases,Pennsylvania,130.98,-89.0664,
2012,8,6,Bookcases,Texas,369.1992,-114.0174,
2012,4,20,Phones,Georgia,287.97,77.7519,
2014,9,3,Binders,California,147.92,46.225,
2012,9,10,Chairs,Texas,179.886,-2.5698,
2014,11,25,Binders,South Carolina,327.84,157.3632,
2014,9,16,Binders,Massachusetts,242.48,116.3904,
2012,11,20,Art,Washington,119.04,30.9504,
2013,9,5,Accessories,Missouri,279.95,67.188,
2014,11,16,Furnishings,Florida,339.136,0,
2012,8,2,Accessories,Rhode Island,199.98,83.9916,
2012,6,15,Phones,California,225.576,22.5576,
2013,4,19,Chairs,Texas,344.372,-93.4724,
2014,7,28,Chairs,North Carolina,194.848,12.178,
2014,6,17,Chairs,Kentucky,301.96,90.588,
2013,11,22,Bookcases,New York,113.568,12.7764,
2012,8,29,Phones,Michigan,131.98,35.6346,
2013,8,27,Binders,New York,146.688,45.84,
2014,12,2,Bookcases,Washington,141.96,41.1684,
2012,7,12,Chairs,Illinois,383.607,-5.4801,
2013,6,29,Chairs,New Jersey,121.96,20.7332,
2013,7,24,Phones,Texas,115.136,11.5136,
2014,5,15,Accessories,Maryland,89.97,18.8937,
2011,9,7,Tables,Texas,200.795,-22.948,
2014,3,24,Furnishings,California,211.84,76.2624,
2012,11,23,Paper,Texas,335.52,117.432,
2014,10,9,Accessories,California,239.96,115.1808,
2014,4,2,Bookcases,California,482.664,85.176,
2014,8,22,Paper,Maryland,277.4,133.152,
2012,9,25,Chairs,Washington,307.136,-11.5176,
2014,6,27,Storage,New York,272.94,0,
2014,11,10,Furnishings,New York,96.53,40.5426,
2013,4,1,Chairs,New York,327.996,54.666,
2012,11,15,Storage,Illinois,250.272,15.642,
2014,3,14,Phones,New Mexico,140.736,49.2576,
2012,3,21,Paper,North Carolina,295.456,96.0232,
2013,7,2,Paper,New York,75.06,33.777,
2013,9,6,Binders,Tennessee,86.058,-63.1092,
2012,11,13,Phones,Delaware,377.97,94.4925,
2013,3,18,Phones,California,84.784,-20.1362,
2014,12,5,Chairs,Pennsylvania,239.96,-10.284,
2012,2,9,Accessories,Illinois,479.952,89.991,
2014,9,23,Paper,Wisconsin,219.84,107.7216,
2011,9,5,Storage,Ohio,264.32,19.824,
2013,11,6,Accessories,Virginia,89.97,18.8937,
2013,11,25,Bookcases,Florida,339.92,8.498,
2011,12,20,Storage,Virginia,122.48,0,
2011,10,14,Storage,Massachusetts,79.45,22.246,
2013,12,24,Phones,Pennsylvania,1499.97,-374.9925,
2012,9,26,Phones,Arizona,263.96,23.0965,
2014,12,26,Bookcases,New York,191.984,4.7996,
2014,3,27,Bookcases,New York,257.568,-28.9764,
2012,12,17,Phones,California,135.984,16.998,
2014,11,11,Machines,Arizona,95.994,-63.996,
2013,12,24,Phones,Texas,287.88,35.985,
2014,11,20,Chairs,Texas,233.058,-53.2704,
2014,4,11,Storage,Connecticut,286.15,71.5375,
2013,12,7,Phones,California,271.96,27.196,
2011,12,21,Chairs,California,572.16,35.76,
2014,5,5,Phones,California,183.96,20.6955,
2014,3,25,Paper,New York,221.92,106.5216,
2013,2,6,Furnishings,Tennessee,132.224,-18.1808,
2014,10,3,Furnishings,Michigan,157.74,56.7864,
2014,12,22,Accessories,Kentucky,71,27.69,
2014,10,21,Tables,Ohio,284.364,-75.8304,
2013,11,25,Accessories,New York,88.4,11.492,
2011,6,9,Paper,Nevada,79.14,36.4044,
2011,2,8,Storage,New York,64.96,9.744,
2011,4,5,Paper,New York,55.48,26.6304,
2011,6,22,Chairs,Pennsylvania,170.058,-4.8588,
2013,8,4,Envelopes,Oklahoma,81.54,38.3238,
2012,9,19,Phones,New York,279.86,134.3328,
2014,8,2,Phones,North Carolina,271.96,16.9975,
2011,9,14,Storage,New York,449.15,8.983,
2012,10,25,Tables,California,253.176,-31.647,
2014,3,25,Chairs,New York,271.764,60.392,
2013,5,4,Machines,Ohio,224.937,-164.9538,
2014,3,28,Phones,Virginia,206.1,55.647,
2012,11,15,Storage,New York,70.95,20.5755,
2012,5,3,Binders,California,49.568,17.3488,
2013,7,19,Storage,Pennsylvania,284.08,24.857,
2012,12,31,Storage,Texas,152.688,-26.7204,
2012,11,27,Accessories,Delaware,104.97,7.3479,
2014,8,26,Paper,North Carolina,192.16,67.256,
2011,10,31,Storage,California,405.64,12.1692,
2014,10,1,Paper,Maryland,164.88,80.7912,
2014,9,15,Storage,New York,70.98,3.549,
2011,10,4,Binders,California,95.648,31.0856,
2012,6,20,Phones,California,125.976,47.241,
2011,8,5,Phones,New York,135.99,36.7173,
2014,5,7,Labels,North Carolina,122.12,39.689,
2013,1,22,Phones,Ohio,110.376,-20.2356,
2012,4,25,Chairs,Illinois,128.058,-23.7822,
2013,8,1,Appliances,Michigan,283.14,72.358,
2013,4,16,Paper,California,143.7,68.976,
2014,10,22,Phones,Pennsylvania,329.988,-76.9972,
2012,5,20,Furnishings,North Carolina,163.136,20.392,
2011,12,31,Paper,Rhode Island,195.64,91.9508,
2011,10,19,Phones,California,321.552,20.097,
2013,5,3,Furnishings,New York,214.7,83.733,
2013,11,24,Furnishings,Pennsylvania,70.448,12.3284,
2013,3,15,Art,Texas,145.544,16.3737,
2013,1,17,Accessories,New Hampshire,371.97,66.9546,
2014,12,6,Paper,California,92.94,41.823,
2011,7,7,Chairs,Pennsylvania,172.186,-46.7362,
2012,10,29,Envelopes,California,210.84,103.3116,
2013,7,3,Chairs,California,195.184,19.5184,
2013,12,12,Phones,Washington,302.376,22.6782,
2013,8,9,Paper,Texas,53.952,17.5344,
2011,2,12,Furnishings,Missouri,332.94,53.2704,
2013,11,25,Accessories,Texas,94.992,-2.3748,
2011,8,23,Paper,Colorado,223.056,69.705,
2014,12,21,Paper,New York,279.9,137.151,
2014,5,31,Phones,Oregon,156.792,17.6391,
2011,9,17,Envelopes,California,182.94,85.9818,
2013,12,27,Chairs,New Jersey,212.94,25.5528,
2013,3,13,Storage,California,676.55,6.7655,
2012,10,17,Storage,California,77.88,3.894,
2014,2,3,Furnishings,California,210.58,12.6348,
2011,11,24,Storage,Washington,197.58,53.3466,
2011,11,24,Chairs,California,120.712,-18.1068,
2014,7,8,Accessories,Rhode Island,252,93.24,
2013,10,19,Chairs,Arizona,307.92,-34.641,
2014,12,16,Phones,California,196.776,14.7582,
2011,12,26,Storage,New York,191.88,19.188,
2011,8,8,Bookcases,Florida,155.456,-7.7728,
2014,7,22,Phones,Utah,71.928,6.2937,
2012,10,23,Accessories,California,148.32,63.7776,
2013,12,12,Accessories,Washington,316,31.6,
2014,12,30,Paper,Michigan,209.7,100.656,
2013,5,29,Accessories,California,131.6,7.896,
2012,12,7,Chairs,Kentucky,283.92,70.98,
2011,4,11,Accessories,Montana,217.44,91.3248,
2013,1,3,Phones,Texas,180.96,13.572,
2012,11,7,Machines,Texas,287.91,33.5895,
2014,4,28,Art,California,123.92,33.4584,
2012,10,20,Accessories,California,239.97,86.3892,
2012,7,2,Furnishings,North Carolina,159.84,45.954,
2014,9,9,Accessories,Ohio,116.832,33.5892,
2014,2,6,Binders,Texas,243.992,-426.986,
2011,8,19,Storage,Georgia,344.91,10.3473,
2014,7,19,Tables,Arizona,801.6,-448.896,
2013,4,23,Supplies,Arizona,185.376,-34.758,
2014,11,16,Furnishings,Florida,220.064,55.016,
2013,12,6,Phones,Wisconsin,149.97,5.9988,
2012,10,12,Phones,New York,71.76,20.0928,
2012,8,9,Tables,New York,382.806,-153.1224,
2012,8,15,Storage,California,323.1,61.389,
2011,12,27,Chairs,California,230.28,23.028,
2013,7,26,Furnishings,Wisconsin,95.2,27.608,
2014,8,8,Paper,California,244.55,114.9385,
2011,8,20,Binders,Virginia,896.99,421.5853,
2011,11,18,Tables,Colorado,145.98,-99.2664,
2014,12,1,Accessories,North Carolina,383.976,81.5949,
2011,4,18,Machines,California,287.968,97.1892,
2013,9,6,Art,Kansas,107.94,26.985,
2013,12,26,Machines,Arizona,269.97,-386.957,
2014,3,11,Accessories,California,111.96,21.2724,
2012,6,20,Phones,Colorado,125.944,15.743,
2014,9,12,Paper,Georgia,184.66,84.9436,
2012,8,23,Accessories,Georgia,251.91,47.8629,
2014,7,4,Furnishings,California,129.39,54.3438,
2012,3,7,Binders,Delaware,69.28,33.2544,
2014,3,4,Chairs,California,170.352,-17.0352,
2014,2,27,Paper,California,223.92,109.7208,
